meas_id,lot_id,wafer_id,die_id,via_id,via_type,layer,resistance_ohm,continuity_pass,mean_humidity_pct,anneal_temp_c,meas_timestamp
1283,LOT002,LOT002-W02,9,4,copper,M3,1.431,True,37.85,415.48,2024-03-01T17:41:30
1284,LOT002,LOT002-W02,9,5,copper,M3,1.3208,True,37.85,415.48,2024-03-01T17:42:00
1285,LOT002,LOT002-W02,9,6,copper,M2,1.0946,True,37.85,415.48,2024-03-01T17:42:30
1286,LOT002,LOT002-W02,9,7,tungsten,M3,1.9259,True,37.85,415.48,2024-03-01T17:43:00
1287,LOT002,LOT002-W02,9,8,copper,M4,1.6785,True,37.85,415.48,2024-03-01T17:43:30
1288,LOT002,LOT002-W02,9,9,copper,M3,1.3775,False,37.85,415.48,2024-03-01T17:44:00
1289,LOT002,LOT002-W02,9,10,copper,M1,0.7502,True,37.85,415.48,2024-03-01T17:44:30
1290,LOT002,LOT002-W02,10,1,tungsten,M2,1.4203,True,37.85,415.48,2024-03-01T17:45:00
1291,LOT002,LOT002-W02,10,2,tungsten,M2,1.476,True,37.85,415.48,2024-03-01T17:45:30
1292,LOT002,LOT002-W02,10,3,copper,M1,0.8654,True,37.85,415.48,2024-03-01T17:46:00
1293,LOT002,LOT002-W02,10,4,copper,M4,1.5987,True,37.85,415.48,2024-03-01T17:46:30
1294,LOT002,LOT002-W02,10,5,tungsten,M4,2.2107,True,37.85,415.48,2024-03-01T17:47:00
1295,LOT002,LOT002-W02,10,6,tungsten,M1,0.9884,True,37.85,415.48,2024-03-01T17:47:30
1296,LOT002,LOT002-W02,10,7,copper,M2,1.0592,True,37.85,415.48,2024-03-01T17:48:00
1297,LOT002,LOT002-W02,10,8,copper,M1,0.8339,True,37.85,415.48,2024-03-01T17:48:30
1298,LOT002,LOT002-W02,10,9,copper,M3,1.4878,True,37.85,415.48,2024-03-01T17:49:00
1299,LOT002,LOT002-W02,10,10,copper,M4,1.7244,True,37.85,415.48,2024-03-01T17:49:30
1300,LOT002,LOT002-W02,11,1,tungsten,M1,0.9687,True,37.85,415.48,2024-03-01T17:50:00
1301,LOT002,LOT002-W02,11,2,copper,M2,0.9723,True,37.85,415.48,2024-03-01T17:50:30
1302,LOT002,LOT002-W02,11,3,tungsten,M3,1.7765,True,37.85,415.48,2024-03-01T17:51:00
1303,LOT002,LOT002-W02,11,4,tungsten,M4,2.1561,True,37.85,415.48,2024-03-01T17:51:30
1304,LOT002,LOT002-W02,11,5,copper,M3,1.4212,True,37.85,415.48,2024-03-01T17:52:00
1305,LOT002,LOT002-W02,11,6,copper,M4,1.7813,True,37.85,415.48,2024-03-01T17:52:30
1306,LOT002,LOT002-W02,11,7,tungsten,M4,2.1024,True,37.85,415.48,2024-03-01T17:53:00
1307,LOT002,LOT002-W02,11,8,tungsten,M3,1.9655,True,37.85,415.48,2024-03-01T17:53:30
1308,LOT002,LOT002-W02,11,9,tungsten,M2,1.3671,True,37.85,415.48,2024-03-01T17:54:00
1309,LOT002,LOT002-W02,11,10,tungsten,M4,2.0738,True,37.85,415.48,2024-03-01T17:54:30
1310,LOT002,LOT002-W02,12,1,copper,M2,1.1241,True,37.85,415.48,2024-03-01T17:55:00
1311,LOT002,LOT002-W02,12,2,copper,M3,1.3739,True,37.85,415.48,2024-03-01T17:55:30
1312,LOT002,LOT002-W02,12,3,tungsten,M4,2.3086,True,37.85,415.48,2024-03-01T17:56:00
1313,LOT002,LOT002-W02,12,4,copper,M4,1.6541,True,37.85,415.48,2024-03-01T17:56:30
1314,LOT002,LOT002-W02,12,5,tungsten,M2,1.3677,True,37.85,415.48,2024-03-01T17:57:00
1315,LOT002,LOT002-W02,12,6,copper,M4,1.8063,True,37.85,415.48,2024-03-01T17:57:30
1316,LOT002,LOT002-W02,12,7,copper,M2,1.1834,True,37.85,415.48,2024-03-01T17:58:00
1317,LOT002,LOT002-W02,12,8,tungsten,M4,2.1558,True,37.85,415.48,2024-03-01T17:58:30
1318,LOT002,LOT002-W02,12,9,copper,M4,1.8564,True,37.85,415.48,2024-03-01T17:59:00
1319,LOT002,LOT002-W02,12,10,tungsten,M3,1.7084,True,37.85,415.48,2024-03-01T17:59:30
1320,LOT002,LOT002-W02,13,1,copper,M1,0.7785,True,37.85,415.48,2024-03-01T18:00:00
1321,LOT002,LOT002-W02,13,2,copper,M3,1.4383,True,37.85,415.48,2024-03-01T18:00:30
1322,LOT002,LOT002-W02,13,3,tungsten,M3,1.7529,True,37.85,415.48,2024-03-01T18:01:00
1323,LOT002,LOT002-W02,13,4,copper,M2,1.1323,True,37.85,415.48,2024-03-01T18:01:30
1324,LOT002,LOT002-W02,13,5,tungsten,M4,2.1482,True,37.85,415.48,2024-03-01T18:02:00
1325,LOT002,LOT002-W02,13,6,copper,M2,1.1435,True,37.85,415.48,2024-03-01T18:02:30
1326,LOT002,LOT002-W02,13,7,copper,M3,1.3324,True,37.85,415.48,2024-03-01T18:03:00
1327,LOT002,LOT002-W02,13,8,tungsten,M2,1.4133,True,37.85,415.48,2024-03-01T18:03:30
1328,LOT002,LOT002-W02,13,9,copper,M3,1.3209,True,37.85,415.48,2024-03-01T18:04:00
1329,LOT002,LOT002-W02,13,10,copper,M4,1.6857,True,37.85,415.48,2024-03-01T18:04:30
1330,LOT002,LOT002-W02,14,1,tungsten,M3,1.9617,True,37.85,415.48,2024-03-01T18:05:00
1331,LOT002,LOT002-W02,14,2,tungsten,M1,0.9268,True,37.85,415.48,2024-03-01T18:05:30
1332,LOT002,LOT002-W02,14,3,tungsten,M2,1.3842,True,37.85,415.48,2024-03-01T18:06:00
1333,LOT002,LOT002-W02,14,4,copper,M4,1.7564,True,37.85,415.48,2024-03-01T18:06:30
1334,LOT002,LOT002-W02,14,5,tungsten,M4,1.9851,True,37.85,415.48,2024-03-01T18:07:00
1335,LOT002,LOT002-W02,14,6,copper,M1,0.826,True,37.85,415.48,2024-03-01T18:07:30
1336,LOT002,LOT002-W02,14,7,tungsten,M2,1.3956,True,37.85,415.48,2024-03-01T18:08:00
1337,LOT002,LOT002-W02,14,8,tungsten,M4,2.0392,True,37.85,415.48,2024-03-01T18:08:30
1338,LOT002,LOT002-W02,14,9,tungsten,M4,1.9997,True,37.85,415.48,2024-03-01T18:09:00
1339,LOT002,LOT002-W02,14,10,tungsten,M2,1.4081,True,37.85,415.48,2024-03-01T18:09:30
1340,LOT002,LOT002-W02,15,1,tungsten,M2,1.4388,True,37.85,415.48,2024-03-01T18:10:00
1341,LOT002,LOT002-W02,15,2,tungsten,M4,2.1966,True,37.85,415.48,2024-03-01T18:10:30
1342,LOT002,LOT002-W02,15,3,tungsten,M1,1.0321,True,37.85,415.48,2024-03-01T18:11:00
1343,LOT002,LOT002-W02,15,4,copper,M4,1.6971,True,37.85,415.48,2024-03-01T18:11:30
1344,LOT002,LOT002-W02,15,5,tungsten,M4,2.0485,True,37.85,415.48,2024-03-01T18:12:00
1345,LOT002,LOT002-W02,15,6,copper,M4,1.6825,True,37.85,415.48,2024-03-01T18:12:30
1346,LOT002,LOT002-W02,15,7,copper,M3,1.5002,True,37.85,415.48,2024-03-01T18:13:00
1347,LOT002,LOT002-W02,15,8,copper,M2,0.9605,True,37.85,415.48,2024-03-01T18:13:30
1348,LOT002,LOT002-W02,15,9,tungsten,M3,1.7705,True,37.85,415.48,2024-03-01T18:14:00
1349,LOT002,LOT002-W02,15,10,tungsten,M2,1.2798,True,37.85,415.48,2024-03-01T18:14:30
1350,LOT002,LOT002-W02,16,1,tungsten,M1,1.0931,True,37.85,415.48,2024-03-01T18:15:00
1351,LOT002,LOT002-W02,16,2,copper,M2,1.0489,True,37.85,415.48,2024-03-01T18:15:30
1352,LOT002,LOT002-W02,16,3,copper,M1,0.8011,True,37.85,415.48,2024-03-01T18:16:00
1353,LOT002,LOT002-W02,16,4,copper,M1,0.7775,True,37.85,415.48,2024-03-01T18:16:30
1354,LOT002,LOT002-W02,16,5,copper,M1,0.7897,True,37.85,415.48,2024-03-01T18:17:00
1355,LOT002,LOT002-W02,16,6,copper,M2,1.1085,True,37.85,415.48,2024-03-01T18:17:30
1356,LOT002,LOT002-W02,16,7,copper,M2,1.0921,True,37.85,415.48,2024-03-01T18:18:00
1357,LOT002,LOT002-W02,16,8,copper,M1,0.7578,True,37.85,415.48,2024-03-01T18:18:30
1358,LOT002,LOT002-W02,16,9,tungsten,M4,2.211,True,37.85,415.48,2024-03-01T18:19:00
1359,LOT002,LOT002-W02,16,10,tungsten,M3,1.9797,True,37.85,415.48,2024-03-01T18:19:30
1360,LOT002,LOT002-W02,17,1,copper,M3,1.4364,True,37.85,415.48,2024-03-01T18:20:00
1361,LOT002,LOT002-W02,17,2,tungsten,M3,1.7235,True,37.85,415.48,2024-03-01T18:20:30
1362,LOT002,LOT002-W02,17,3,copper,M3,1.3665,True,37.85,415.48,2024-03-01T18:21:00
1363,LOT002,LOT002-W02,17,4,copper,M3,1.3701,True,37.85,415.48,2024-03-01T18:21:30
1364,LOT002,LOT002-W02,17,5,tungsten,M3,1.7543,True,37.85,415.48,2024-03-01T18:22:00
1365,LOT002,LOT002-W02,17,6,copper,M1,0.7717,True,37.85,415.48,2024-03-01T18:22:30
1366,LOT002,LOT002-W02,17,7,tungsten,M2,1.504,True,37.85,415.48,2024-03-01T18:23:00
1367,LOT002,LOT002-W02,17,8,tungsten,M3,1.6984,True,37.85,415.48,2024-03-01T18:23:30
1368,LOT002,LOT002-W02,17,9,copper,M1,0.8081,True,37.85,415.48,2024-03-01T18:24:00
1369,LOT002,LOT002-W02,17,10,tungsten,M2,1.5678,True,37.85,415.48,2024-03-01T18:24:30
1370,LOT002,LOT002-W02,18,1,tungsten,M3,1.683,True,37.85,415.48,2024-03-01T18:25:00
1371,LOT002,LOT002-W02,18,2,copper,M3,1.4456,True,37.85,415.48,2024-03-01T18:25:30
1372,LOT002,LOT002-W02,18,3,copper,M2,1.1113,True,37.85,415.48,2024-03-01T18:26:00
1373,LOT002,LOT002-W02,18,4,copper,M3,1.4833,True,37.85,415.48,2024-03-01T18:26:30
1374,LOT002,LOT002-W02,18,5,copper,M4,1.7612,True,37.85,415.48,2024-03-01T18:27:00
1375,LOT002,LOT002-W02,18,6,copper,M1,0.7252,True,37.85,415.48,2024-03-01T18:27:30
1376,LOT002,LOT002-W02,18,7,tungsten,M1,0.9892,True,37.85,415.48,2024-03-01T18:28:00
1377,LOT002,LOT002-W02,18,8,copper,M4,1.6694,True,37.85,415.48,2024-03-01T18:28:30
1378,LOT002,LOT002-W02,18,9,tungsten,M4,2.1453,True,37.85,415.48,2024-03-01T18:29:00
1379,LOT002,LOT002-W02,18,10,copper,M1,0.8622,True,37.85,415.48,2024-03-01T18:29:30
1380,LOT002,LOT002-W02,19,1,copper,M3,1.3813,True,37.85,415.48,2024-03-01T18:30:00
1381,LOT002,LOT002-W02,19,2,copper,M3,1.2803,True,37.85,415.48,2024-03-01T18:30:30
1382,LOT002,LOT002-W02,19,3,copper,M1,0.7848,True,37.85,415.48,2024-03-01T18:31:00
1383,LOT002,LOT002-W02,19,4,copper,M1,0.8887,True,37.85,415.48,2024-03-01T18:31:30
1384,LOT002,LOT002-W02,19,5,tungsten,M1,0.9701,True,37.85,415.48,2024-03-01T18:32:00
1385,LOT002,LOT002-W02,19,6,copper,M4,1.6342,True,37.85,415.48,2024-03-01T18:32:30
1386,LOT002,LOT002-W02,19,7,tungsten,M1,0.96,True,37.85,415.48,2024-03-01T18:33:00
1387,LOT002,LOT002-W02,19,8,tungsten,M4,2.0134,True,37.85,415.48,2024-03-01T18:33:30
1388,LOT002,LOT002-W02,19,9,tungsten,M1,0.9917,True,37.85,415.48,2024-03-01T18:34:00
1389,LOT002,LOT002-W02,19,10,copper,M4,1.7316,True,37.85,415.48,2024-03-01T18:34:30
1390,LOT002,LOT002-W02,20,1,tungsten,M4,2.2183,True,37.85,415.48,2024-03-01T18:35:00
1391,LOT002,LOT002-W02,20,2,copper,M3,1.4855,True,37.85,415.48,2024-03-01T18:35:30
1392,LOT002,LOT002-W02,20,3,copper,M4,1.7623,True,37.85,415.48,2024-03-01T18:36:00
1393,LOT002,LOT002-W02,20,4,tungsten,M1,0.9507,True,37.85,415.48,2024-03-01T18:36:30
1394,LOT002,LOT002-W02,20,5,tungsten,M1,1.017,True,37.85,415.48,2024-03-01T18:37:00
1395,LOT002,LOT002-W02,20,6,copper,M3,1.4115,True,37.85,415.48,2024-03-01T18:37:30
1396,LOT002,LOT002-W02,20,7,tungsten,M1,0.9609,True,37.85,415.48,2024-03-01T18:38:00
1397,LOT002,LOT002-W02,20,8,copper,M3,1.2777,False,37.85,415.48,2024-03-01T18:38:30
1398,LOT002,LOT002-W02,20,9,copper,M1,0.8197,True,37.85,415.48,2024-03-01T18:39:00
1399,LOT002,LOT002-W02,20,10,tungsten,M3,2.0047,True,37.85,415.48,2024-03-01T18:39:30
1400,LOT002,LOT002-W03,1,1,tungsten,M1,0.9293,True,37.44,402.32,2024-03-01T18:40:00
1401,LOT002,LOT002-W03,1,2,copper,M3,1.3957,True,37.44,402.32,2024-03-01T18:40:30
1402,LOT002,LOT002-W03,1,3,tungsten,M1,1.0423,True,37.44,402.32,2024-03-01T18:41:00
1403,LOT002,LOT002-W03,1,4,tungsten,M2,1.4793,True,37.44,402.32,2024-03-01T18:41:30
1404,LOT002,LOT002-W03,1,5,tungsten,M1,1.0023,True,37.44,402.32,2024-03-01T18:42:00
1405,LOT002,LOT002-W03,1,6,copper,M3,1.4049,True,37.44,402.32,2024-03-01T18:42:30
1406,LOT002,LOT002-W03,1,7,copper,M3,1.3045,True,37.44,402.32,2024-03-01T18:43:00
1407,LOT002,LOT002-W03,1,8,copper,M1,0.8341,True,37.44,402.32,2024-03-01T18:43:30
1408,LOT002,LOT002-W03,1,9,tungsten,M3,1.7408,True,37.44,402.32,2024-03-01T18:44:00
1409,LOT002,LOT002-W03,1,10,copper,M1,0.7058,True,37.44,402.32,2024-03-01T18:44:30
1410,LOT002,LOT002-W03,2,1,tungsten,M4,2.2742,True,37.44,402.32,2024-03-01T18:45:00
1411,LOT002,LOT002-W03,2,2,tungsten,M2,1.4037,True,37.44,402.32,2024-03-01T18:45:30
1412,LOT002,LOT002-W03,2,3,tungsten,M1,1.0311,True,37.44,402.32,2024-03-01T18:46:00
1413,LOT002,LOT002-W03,2,4,tungsten,M3,1.7837,True,37.44,402.32,2024-03-01T18:46:30
1414,LOT002,LOT002-W03,2,5,copper,M2,1.2011,True,37.44,402.32,2024-03-01T18:47:00
1415,LOT002,LOT002-W03,2,6,tungsten,M2,1.4197,True,37.44,402.32,2024-03-01T18:47:30
1416,LOT002,LOT002-W03,2,7,copper,M4,1.8496,True,37.44,402.32,2024-03-01T18:48:00
1417,LOT002,LOT002-W03,2,8,tungsten,M2,1.4377,True,37.44,402.32,2024-03-01T18:48:30
1418,LOT002,LOT002-W03,2,9,tungsten,M2,1.5425,True,37.44,402.32,2024-03-01T18:49:00
1419,LOT002,LOT002-W03,2,10,tungsten,M3,1.8076,True,37.44,402.32,2024-03-01T18:49:30
1420,LOT002,LOT002-W03,3,1,copper,M2,1.1369,True,37.44,402.32,2024-03-01T18:50:00
1421,LOT002,LOT002-W03,3,2,tungsten,M3,1.7583,True,37.44,402.32,2024-03-01T18:50:30
1422,LOT002,LOT002-W03,3,3,copper,M1,0.8125,True,37.44,402.32,2024-03-01T18:51:00
1423,LOT002,LOT002-W03,3,4,copper,M4,1.6271,True,37.44,402.32,2024-03-01T18:51:30
1424,LOT002,LOT002-W03,3,5,tungsten,M2,1.3885,True,37.44,402.32,2024-03-01T18:52:00
1425,LOT002,LOT002-W03,3,6,copper,M2,1.1623,True,37.44,402.32,2024-03-01T18:52:30
1426,LOT002,LOT002-W03,3,7,copper,M3,1.4019,True,37.44,402.32,2024-03-01T18:53:00
1427,LOT002,LOT002-W03,3,8,tungsten,M4,2.1899,True,37.44,402.32,2024-03-01T18:53:30
1428,LOT002,LOT002-W03,3,9,tungsten,M4,2.0438,True,37.44,402.32,2024-03-01T18:54:00
1429,LOT002,LOT002-W03,3,10,copper,M4,1.6217,True,37.44,402.32,2024-03-01T18:54:30
1430,LOT002,LOT002-W03,4,1,tungsten,M3,2.0353,True,37.44,402.32,2024-03-01T18:55:00
1431,LOT002,LOT002-W03,4,2,tungsten,M3,1.8016,True,37.44,402.32,2024-03-01T18:55:30
1432,LOT002,LOT002-W03,4,3,copper,M3,1.4002,True,37.44,402.32,2024-03-01T18:56:00
1433,LOT002,LOT002-W03,4,4,tungsten,M4,2.2006,True,37.44,402.32,2024-03-01T18:56:30
1434,LOT002,LOT002-W03,4,5,copper,M3,1.3896,True,37.44,402.32,2024-03-01T18:57:00
1435,LOT002,LOT002-W03,4,6,tungsten,M1,1.0555,True,37.44,402.32,2024-03-01T18:57:30
1436,LOT002,LOT002-W03,4,7,copper,M3,1.3606,True,37.44,402.32,2024-03-01T18:58:00
1437,LOT002,LOT002-W03,4,8,tungsten,M1,1.0649,True,37.44,402.32,2024-03-01T18:58:30
1438,LOT002,LOT002-W03,4,9,copper,M1,0.8305,True,37.44,402.32,2024-03-01T18:59:00
1439,LOT002,LOT002-W03,4,10,tungsten,M2,1.3247,True,37.44,402.32,2024-03-01T18:59:30
1440,LOT002,LOT002-W03,5,1,tungsten,M4,2.1319,True,37.44,402.32,2024-03-01T19:00:00
1441,LOT002,LOT002-W03,5,2,copper,M3,1.3638,True,37.44,402.32,2024-03-01T19:00:30
1442,LOT002,LOT002-W03,5,3,tungsten,M4,2.212,True,37.44,402.32,2024-03-01T19:01:00
1443,LOT002,LOT002-W03,5,4,tungsten,M2,1.3782,True,37.44,402.32,2024-03-01T19:01:30
1444,LOT002,LOT002-W03,5,5,tungsten,M1,0.8459,True,37.44,402.32,2024-03-01T19:02:00
1445,LOT002,LOT002-W03,5,6,tungsten,M3,1.8309,True,37.44,402.32,2024-03-01T19:02:30
1446,LOT002,LOT002-W03,5,7,copper,M1,0.8299,True,37.44,402.32,2024-03-01T19:03:00
1447,LOT002,LOT002-W03,5,8,copper,M3,1.4196,True,37.44,402.32,2024-03-01T19:03:30
1448,LOT002,LOT002-W03,5,9,copper,M1,0.7709,True,37.44,402.32,2024-03-01T19:04:00
1449,LOT002,LOT002-W03,5,10,copper,M1,0.7836,True,37.44,402.32,2024-03-01T19:04:30
1450,LOT002,LOT002-W03,6,1,copper,M1,0.7371,True,37.44,402.32,2024-03-01T19:05:00
1451,LOT002,LOT002-W03,6,2,tungsten,M3,1.8201,True,37.44,402.32,2024-03-01T19:05:30
1452,LOT002,LOT002-W03,6,3,tungsten,M1,1.0756,True,37.44,402.32,2024-03-01T19:06:00
1453,LOT002,LOT002-W03,6,4,tungsten,M4,2.0346,True,37.44,402.32,2024-03-01T19:06:30
1454,LOT002,LOT002-W03,6,5,tungsten,M4,2.1863,True,37.44,402.32,2024-03-01T19:07:00
1455,LOT002,LOT002-W03,6,6,copper,M3,1.4551,True,37.44,402.32,2024-03-01T19:07:30
1456,LOT002,LOT002-W03,6,7,tungsten,M2,1.3978,True,37.44,402.32,2024-03-01T19:08:00
1457,LOT002,LOT002-W03,6,8,tungsten,M1,0.9659,True,37.44,402.32,2024-03-01T19:08:30
1458,LOT002,LOT002-W03,6,9,copper,M2,1.0222,True,37.44,402.32,2024-03-01T19:09:00
1459,LOT002,LOT002-W03,6,10,copper,M3,1.337,True,37.44,402.32,2024-03-01T19:09:30
1460,LOT002,LOT002-W03,7,1,copper,M3,1.3494,True,37.44,402.32,2024-03-01T19:10:00
1461,LOT002,LOT002-W03,7,2,copper,M1,0.7661,True,37.44,402.32,2024-03-01T19:10:30
1462,LOT002,LOT002-W03,7,3,copper,M2,1.0581,True,37.44,402.32,2024-03-01T19:11:00
1463,LOT002,LOT002-W03,7,4,tungsten,M3,1.7624,True,37.44,402.32,2024-03-01T19:11:30
1464,LOT002,LOT002-W03,7,5,tungsten,M3,1.9498,True,37.44,402.32,2024-03-01T19:12:00
1465,LOT002,LOT002-W03,7,6,copper,M1,0.8853,True,37.44,402.32,2024-03-01T19:12:30
1466,LOT002,LOT002-W03,7,7,tungsten,M3,1.7859,True,37.44,402.32,2024-03-01T19:13:00
1467,LOT002,LOT002-W03,7,8,tungsten,M3,1.7522,True,37.44,402.32,2024-03-01T19:13:30
1468,LOT002,LOT002-W03,7,9,tungsten,M2,1.4072,True,37.44,402.32,2024-03-01T19:14:00
1469,LOT002,LOT002-W03,7,10,copper,M1,0.7637,True,37.44,402.32,2024-03-01T19:14:30
1470,LOT002,LOT002-W03,8,1,copper,M3,1.4278,True,37.44,402.32,2024-03-01T19:15:00
1471,LOT002,LOT002-W03,8,2,tungsten,M4,2.1138,True,37.44,402.32,2024-03-01T19:15:30
1472,LOT002,LOT002-W03,8,3,copper,M4,1.888,True,37.44,402.32,2024-03-01T19:16:00
1473,LOT002,LOT002-W03,8,4,tungsten,M3,2.0879,True,37.44,402.32,2024-03-01T19:16:30
1474,LOT002,LOT002-W03,8,5,copper,M3,1.2927,True,37.44,402.32,2024-03-01T19:17:00
1475,LOT002,LOT002-W03,8,6,copper,M1,0.8103,True,37.44,402.32,2024-03-01T19:17:30
1476,LOT002,LOT002-W03,8,7,copper,M1,0.8437,True,37.44,402.32,2024-03-01T19:18:00
1477,LOT002,LOT002-W03,8,8,copper,M3,1.4574,True,37.44,402.32,2024-03-01T19:18:30
1478,LOT002,LOT002-W03,8,9,copper,M1,0.8022,True,37.44,402.32,2024-03-01T19:19:00
1479,LOT002,LOT002-W03,8,10,copper,M2,1.0881,True,37.44,402.32,2024-03-01T19:19:30
1480,LOT002,LOT002-W03,9,1,tungsten,M1,1.0165,False,37.44,402.32,2024-03-01T19:20:00
1481,LOT002,LOT002-W03,9,2,copper,M4,1.692,True,37.44,402.32,2024-03-01T19:20:30
1482,LOT002,LOT002-W03,9,3,copper,M3,1.3459,True,37.44,402.32,2024-03-01T19:21:00
1483,LOT002,LOT002-W03,9,4,tungsten,M2,1.3577,True,37.44,402.32,2024-03-01T19:21:30
1484,LOT002,LOT002-W03,9,5,copper,M1,0.8481,True,37.44,402.32,2024-03-01T19:22:00
1485,LOT002,LOT002-W03,9,6,copper,M4,1.6959,True,37.44,402.32,2024-03-01T19:22:30
1486,LOT002,LOT002-W03,9,7,tungsten,M2,1.4068,True,37.44,402.32,2024-03-01T19:23:00
1487,LOT002,LOT002-W03,9,8,tungsten,M4,2.2157,True,37.44,402.32,2024-03-01T19:23:30
1488,LOT002,LOT002-W03,9,9,tungsten,M2,1.3192,True,37.44,402.32,2024-03-01T19:24:00
1489,LOT002,LOT002-W03,9,10,copper,M2,1.0215,False,37.44,402.32,2024-03-01T19:24:30
1490,LOT002,LOT002-W03,10,1,copper,M1,0.839,False,37.44,402.32,2024-03-01T19:25:00
1491,LOT002,LOT002-W03,10,2,tungsten,M1,1.1093,True,37.44,402.32,2024-03-01T19:25:30
1492,LOT002,LOT002-W03,10,3,tungsten,M4,1.9389,True,37.44,402.32,2024-03-01T19:26:00
1493,LOT002,LOT002-W03,10,4,copper,M1,0.763,True,37.44,402.32,2024-03-01T19:26:30
1494,LOT002,LOT002-W03,10,5,tungsten,M3,1.9102,True,37.44,402.32,2024-03-01T19:27:00
1495,LOT002,LOT002-W03,10,6,copper,M1,0.8867,True,37.44,402.32,2024-03-01T19:27:30
1496,LOT002,LOT002-W03,10,7,tungsten,M1,0.9897,True,37.44,402.32,2024-03-01T19:28:00
1497,LOT002,LOT002-W03,10,8,copper,M3,1.3411,False,37.44,402.32,2024-03-01T19:28:30
1498,LOT002,LOT002-W03,10,9,copper,M4,1.6743,True,37.44,402.32,2024-03-01T19:29:00
1499,LOT002,LOT002-W03,10,10,tungsten,M3,1.7504,True,37.44,402.32,2024-03-01T19:29:30
1500,LOT002,LOT002-W03,11,1,tungsten,M3,1.813,True,37.44,402.32,2024-03-01T19:30:00
1501,LOT002,LOT002-W03,11,2,copper,M2,1.1034,True,37.44,402.32,2024-03-01T19:30:30
1502,LOT002,LOT002-W03,11,3,tungsten,M2,1.3677,True,37.44,402.32,2024-03-01T19:31:00
1503,LOT002,LOT002-W03,11,4,tungsten,M3,1.689,True,37.44,402.32,2024-03-01T19:31:30
1504,LOT002,LOT002-W03,11,5,tungsten,M2,1.3728,True,37.44,402.32,2024-03-01T19:32:00
1505,LOT002,LOT002-W03,11,6,copper,M1,0.8452,True,37.44,402.32,2024-03-01T19:32:30
1506,LOT002,LOT002-W03,11,7,tungsten,M1,0.9109,False,37.44,402.32,2024-03-01T19:33:00
1507,LOT002,LOT002-W03,11,8,tungsten,M4,2.2285,True,37.44,402.32,2024-03-01T19:33:30
1508,LOT002,LOT002-W03,11,9,copper,M3,1.4158,True,37.44,402.32,2024-03-01T19:34:00
1509,LOT002,LOT002-W03,11,10,tungsten,M3,1.84,True,37.44,402.32,2024-03-01T19:34:30
1510,LOT002,LOT002-W03,12,1,tungsten,M3,1.6547,True,37.44,402.32,2024-03-01T19:35:00
1511,LOT002,LOT002-W03,12,2,tungsten,M2,1.3707,True,37.44,402.32,2024-03-01T19:35:30
1512,LOT002,LOT002-W03,12,3,tungsten,M4,2.0289,True,37.44,402.32,2024-03-01T19:36:00
1513,LOT002,LOT002-W03,12,4,copper,M2,1.1794,True,37.44,402.32,2024-03-01T19:36:30
1514,LOT002,LOT002-W03,12,5,tungsten,M3,1.8298,True,37.44,402.32,2024-03-01T19:37:00
1515,LOT002,LOT002-W03,12,6,copper,M2,1.0785,True,37.44,402.32,2024-03-01T19:37:30
1516,LOT002,LOT002-W03,12,7,copper,M4,1.6851,True,37.44,402.32,2024-03-01T19:38:00
1517,LOT002,LOT002-W03,12,8,tungsten,M3,1.8489,True,37.44,402.32,2024-03-01T19:38:30
1518,LOT002,LOT002-W03,12,9,copper,M4,1.8616,True,37.44,402.32,2024-03-01T19:39:00
1519,LOT002,LOT002-W03,12,10,copper,M4,1.6472,True,37.44,402.32,2024-03-01T19:39:30
1520,LOT002,LOT002-W03,13,1,copper,M1,0.7902,True,37.44,402.32,2024-03-01T19:40:00
1521,LOT002,LOT002-W03,13,2,tungsten,M2,1.4793,True,37.44,402.32,2024-03-01T19:40:30
1522,LOT002,LOT002-W03,13,3,tungsten,M3,1.8357,True,37.44,402.32,2024-03-01T19:41:00
1523,LOT002,LOT002-W03,13,4,tungsten,M2,1.4325,True,37.44,402.32,2024-03-01T19:41:30
1524,LOT002,LOT002-W03,13,5,tungsten,M1,0.9448,True,37.44,402.32,2024-03-01T19:42:00
1525,LOT002,LOT002-W03,13,6,copper,M3,1.4351,True,37.44,402.32,2024-03-01T19:42:30
1526,LOT002,LOT002-W03,13,7,tungsten,M4,1.9595,True,37.44,402.32,2024-03-01T19:43:00
1527,LOT002,LOT002-W03,13,8,tungsten,M4,1.9353,True,37.44,402.32,2024-03-01T19:43:30
1528,LOT002,LOT002-W03,13,9,tungsten,M1,0.91,True,37.44,402.32,2024-03-01T19:44:00
1529,LOT002,LOT002-W03,13,10,tungsten,M2,1.5239,True,37.44,402.32,2024-03-01T19:44:30
1530,LOT002,LOT002-W03,14,1,tungsten,M3,1.7696,True,37.44,402.32,2024-03-01T19:45:00
1531,LOT002,LOT002-W03,14,2,tungsten,M2,1.3539,True,37.44,402.32,2024-03-01T19:45:30
1532,LOT002,LOT002-W03,14,3,tungsten,M1,1.0445,True,37.44,402.32,2024-03-01T19:46:00
1533,LOT002,LOT002-W03,14,4,tungsten,M2,1.285,True,37.44,402.32,2024-03-01T19:46:30
1534,LOT002,LOT002-W03,14,5,tungsten,M1,0.9896,True,37.44,402.32,2024-03-01T19:47:00
1535,LOT002,LOT002-W03,14,6,tungsten,M1,0.9985,True,37.44,402.32,2024-03-01T19:47:30
